mecId,name
35001764,ANNITA ATALLA PROFESSORA
35004777,ANTONIO ALCANTARA MACHADO
35004789,ANTONIO CASTELAR DE FRANCESCHI
35003748,ARCY MAJOR
35001512,ARMANDO ARAUJO
35004844,ARTUR SABOIA
35004364,ASTROGILDO SILVA PROFESSOR
35004339,ATALIBA DE OLIVEIRA PROFESSOR
35004790,BRASILIO MACHADO
35001797,BRISABELLA ALMEIDA NOBRE PROFESSORA
35038143,CAETANO DE CAMPOS
35004649,CALIXTO DE SOUZA ARANHA PROFESSOR
35433615,CARLOS ESTEVAM ALDO MARTINS PROFESSOR
35038179,CARLOS PASQUALE PROFESSOR
35001909,CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA
35985120,CEL JTO A EE ALEXANDRE DE GUSMAO
35985788,CEL JTO A EE JULIA MACEDO PANTOJA PROFESSORA
35498634,CEL JTO A EE ROOSEVELT PRESIDENTE
35559702,CENTRO ATEND SOCIOEDC ADOLESC INTERNATO FEM MOOCA CI
35004273,DEMOSTHENES MARQUES PROFESSOR
35004480,EURYDICE ZERBINI PROFESSORA
35003797,FABIANO LOZANO MAESTRO
35003815,FLORIANO MARECHAL
35001843,FRANCISCO BORGES VIEIRA DOUTOR
35004424,FRANCISCO DE ASSIS REYS
35004467,GOMES CARDIM PROFESSOR
35004492,GUALTER DA SILVA PROFESSOR
35911033,HENRIQUE DE SOUZA FILHO HENFIL
35004873,ISABEL PRINCESA
35004327,ITAUNA VISCONDE DE
35004285,JACQUES MARITAIN
35001879,JOAO FIRMINO DE CAMPOS
35004397,JOSE ESCOBAR PROFESSOR
35001824,JOSE HEITOR CARUSI PROFESSOR
35038167,JOSE MARIA WHITAKER DOUTOR
35004820,JOSE VICENTE DE AZEVEDO CONDE
35004601,JULIA COLLACO FRANCA PROFESSORA
35001958,JULIA MACEDO PANTOJA PROFESSORA
35004315,JULIO DE MESQUITA FILHO
35004741,JULIO RIBEIRO
35004893,LASAR SEGALL
35004431,MANUELA LACERDA VERGUEIRO
35003759,MARIA JOSE
35004509,MARIA ODILA GUIMARAES BUENO PROFESSORA
35001685,MARIO CASASSANTA PROFESSOR
35039147,MARTHA FIGUEIRA NETTO DA SILVA PROFESSORA
35039378,MELVIN JONES
35004406,MILDRE ALVARES BIAGGI PROFESSORA
35001661,MMDC
35004297,MURTINHO NOBRE DOUTOR
35004418,NOSSA SENHORA APARECIDA
35004443,ODON CAVALCANTI PROFESSOR
35001788,OLGA BENATTI PROFESSORA
35004455,OSCAR THOMPSON
35001569,OSWALDO CRUZ
35036985,OSWALDO GUERNER GONZALEZ PROFESSOR
35001545,PANDIA CALOGERAS
35004856,PEDRO VOSS PROFESSOR
35004522,RAUL CARDOSO DE ALMEIDA PROFESSOR
35004546,RAUL FONSECA
35004819,RAUL HUMAITA VILLA NOVA CORONEL
35001892,REPUBLICA DO PARAGUAY
35003827,RODRIGUES ALVES
35003724,ROLDAO LOPES DE BARROS PROFESSOR
35004340,ROOSEVELT PRESIDENTE
35038155,RUBENS DO AMARAL DEPUTADO
35004388,SEMINARIO NOSSA SENHORA DA GLORIA
35904326,TANCREDO NEVES PRESIDENTE
35004510,TEOTONIO ALVES PEREIRA
35409169,TERUKO UEDA YAMAGUTI PROFESSORA
35004561,VALENTIM GENTIL
35904703,ADONIAS FILHO
35007432,ALDEMIR DE SOUZA CASTRO PROFESSOR
35904661,AMADEU ODORICO DE SOUZA
35007547,ANA CONSUELO GARCIA PERES MURAD PROFESSORA
35041185,ANA MARIA POPPOVIC
35921130,ANCHIETA PADRE
35923163,ANECONDES ALVES FERREIRA
35007390,ANTONIETA BORGES ALVES PROFESSORA
35007407,ANTONIO BRANCO RODRIGUES JUNIOR PROFESSOR
35906608,APARECIDA DONIZETE DE PAULA PROFESSORA
35007511,ARLINDO BETIO
35906612,ATAEL FERNANDO COSTA REVERENDO
35921397,AUGUSTO DE OLIVEIRA JORDAO PROFESSOR
35499161,CEL JTO A EE ORIGENES LESSA
35578137,CENTRO DE ATEND SOCIOEDUCATIVO AO ADOLESCENTE DIADEMA
35454175,CENTRO DE DETENCAO PROVISORIA DE DIADEMA
35906645,CLAUDIO ABRAMO
35904697,DELCIO DE SOUZA CUNHA PROFESSOR
35284348,DIADEMA
35904685,ECA DE QUEIROZ
35910247,ERASMO BATISTA SILVA DE ALMEIDA
35007456,EVANDRO CAIAFA ESQUIVEL PROFESSOR
35007500,FABIO EDUARDO RAMOS ESQUIVEL
35901970,GREGORIO BEZERRA DEPUTADO
35048938,GREGORIO WESTRUPP PADRE
35039329,HOMERO SILVA
35007419,JARDIM ANA SOFIA
35906633,JARDIM ARCO IRIS
35037285,JOAO CARLOS GOMES CARDIM PROF
35043321,JOAO DE MELO MACEDO
35007389,JOAO RAMALHO
35906621,JORGE FERREIRA
35007377,JOSE ARTIGAS GENERAL
35923151,JOSE FERNANDO ABBUD PROFESSOR
35910235,JOSE IAMAMOTO SOLDADO
35915749,JOSE MARCATO
35901982,JOSE MAURO DE VASCONCELOS
35904910,JOSE PIAULINO
35039500,LIVIO MARCOS GUERCIA PROFESSOR
35007365,LYDES RACHEL GUTIERRES PROFESSORA
35007444,MARIA CAROLINA CASINI CARDIM PROFESSORA
35046462,MARIE NADER CALFAT PROFESSORA
35007336,MERCIA ARTIMOS MARON PROFESSORA
35923148,MIGUEL REALE PROFESSOR
35007341,NICEIA ALBARELLO FERRARI PROFESSORA
35039512,OLGA FONSECA PROFESSORA
35904673,ORIGENES LESSA
35007468,OSVALDO GIACOIA DOUTOR
35041178,OSWALDO LACERDA GOMES CARDIM PROFESSOR
35007523,PEDRO MADOGLIO PROFESSOR
35007473,RAUL SADDI
35910223,RIOLANDO CANNO PROFESSOR
35901957,ROBERTO FRADE MONTE PROFESSOR
35041191,RODRIGO SOARES JUNIOR JORNALISTA
35007420,SERGIO BUARQUE DE HOLANDA
35007535,SIMON BOLIVAR
35007493,SYLVIA RAMOS ESQUIVEL
35039524,TRISTAO DE ATHAYDE
35035671,VILA SANTA MARIA
35296533,VILA SOCIALISTA
35026897,AFONSO CAFARO
35026876,ANTONIO TANURI PROFESSOR
35043023,ARMELINDO FERRARI
35026839,CARLOS BAROZZI
35985824,CEL JTO A EE JOAQUIM ANTONIO PEREIRA
35458806,CEL JTO A EE SANSARA SINGH FILHO PROF
35026931,DATHAN CERVO PROFESSOR
35027005,DONATO MARCELO BALBO
35047570,FERNANDO BARBOSA LIMA
35026906,HAROLDO GUIMARAES BASTOS ENGENHEIRO
35026815,HILDA BERTONCINI RODRIGUES PROFESSORA
35027091,JERONYMO TRAZZI
35030727,JOANITA BIANCHI BONSEGNO CARVALHO PROFESSORA
35026797,JOAQUIM ANTONIO PEREIRA
35908137,JOSE BELUCIO
35026827,JOSE BRANDINI
35027121,LESBINO DE SOUZA ALKIMIN
35026980,LIBERO DE ALMEIDA SILVARES
35030533,MANOEL DOS SANTOS
35026852,MARIA CONCEICAO APARECIDA BASSO PROFA
35026864,MARILENE DE LURDES LISBOA SINGH PROFESSORA
35026943,PASCHOAL CASTREQUINI PREFEITO
35026803,SANSARA SINGH FILHO PROFESSOR
35026979,SATURNINO LEON ARROYO
35030776,SILVERIO DA CUNHA LACERDA
35026918,SILVIO MIOTTO
35030661,TONICO BARAO
35903395,ADALGISA DE SAO JOSE GUALTIERI
35911252,ADELINA PASQUINO CASSIS PROFA
35496558,ADELMO FRANCISCO DA SILVA
35070002,AGOSTINHO LIMA DE VILHENA PROF
35022780,AMALIA PIMENTEL PROFA
35022846,ANA MARIA JUNQUEIRA PROFA
35036870,ANGELO GOSUEN PROF
35022913,ANGELO SCARABUCCI
35046152,ANTONIO FACHADA PROF
35023097,ARTUR BELEM JUNIOR
35496534,ASSUERO QUADRI PRESTES DR PROFESSOR
35023115,BARAO DE FRANCA
35907807,BENEDITO EUFRASIO MARCONDES VIEIRA PROF
35022779,CAETANO PETRAGLIA
35022822,CARMEM MUNHOZ COELHO PROFA
35907819,CARMEM NOGUEIRA NICACIO PROFA
35499500,CEL JTO A EE ANA MARIA JUNQUEIRA
35498981,CEL JTO A EE ANGELO GOSUEN PROF
35458831,CEL JTO A EE ANTONIO FACHADA PROF
35458892,CEL JTO A EE HENRIQUE LESPINASSE PROF
35458910,CEL JTO A EE JOSE VICENTE MACHADO NETTO DR
35499511,CEL JTO A EE PEDRO NUNES DA ROCHA PROF
35985818,CEL JTO A EE TORQUATO CALEIRO
35907790,CELSO TOLEDO PROF
35344746,CENTRO ATEND SOCIO-EDUC AO ADOLESC DE FRANCA - CI
35022950,DANTE GUEDINE FILHO PROF
35022937,DAVID CARNEIRO EWBANK
35905720,EVARISTO FABRICIO PROF
35022895,FRANCISCO MARTINS CORONEL
35065997,HELENA CURY DE TACCA PROFA
35047454,HELIO PALERMO PROF
35023059,HENRIQUE LESPINASSE PROF
35023164,HENRIQUETA RIVERA MIRANDA PROFA
35022986,HOMERO ALVES
35042808,IOLANDA RIBEIRO NOVAIS PROFA
35023048,ISAAC VILELA DE ANDRADE
35911264,ISRAEL NICEUS MOREIRA PROF
35023206,JERONIMO BARBOSA SANDOVAL
35022861,JOAO DE FARIA
35022792,JOAO MARCIANO DE ALMEIDA DR
35023073,JORGE FALEIROS
35922444,JOSE CARLOS DONADELI PANICE PROF
35022858,JOSE DOS REIS MIRANDA FILHO PROFESSOR
35900655,JOSE PINHEIRO DE LACERDA CAPITAO
35023140,JOSE RIBEIRO DE BARROS PROF
35911288,JOSE RICARDO PUCCI PROF
35023103,JOSE VICENTE MACHADO NETTO DR
35048586,JOSEPHINA ZINNI ALMADA PROFA
35049980,JULIO CESAR D ELIA PROF
35914290,LAURA DE MELLO FRANCO PROFA
35036882,LINA PICCHIONI ROCHA PROFA
35903401,LIZETE PAULINO TEIXEIRA PROFA
35919469,LUCIA GISSI CERASO PROFA
35066000,LUIZ PARIDE SINELLI PROF
35924969,LYDIA ROCHA ALVES PROFA
35023024,MACIEL DE CASTRO JUNIOR
35916122,MARIA APARECIDA SALES MANREZA PROFA
35070038,MARIA CINTRA NUNES ROCHA PROFA DONA BRANCA
35442318,MARIA DO CARMO SILVA FERREIRA PROFA - DONA NENZINHA
35916110,MARIA PIA SILVA CASTRO PROFA
35023176,MARIO D ELIA
35911276,MICHEL HABER PROF
35023152,NENE LOURENCO
35442324,ODETTE BUENO RIBEIRO PROFESSORA
35023139,OLIVIO PEIXOTO PROF
35022871,ORLIK LUZ DR
35022809,OTAVIO MARTINS DE SOUZA PROF
35039007,PEDRO NUNES ROCHA PROF
35464454,PENITENCIÁRIA DE FRANCA
35497253,PROFESSORA STELLA DA MATTA AMBROSIO
35496546,ROBERTO SCARABUCI PROFESSOR
35914307,SERGIO LECA TEIXEIRA PROF
35900667,SUDARIO FERREIRA
35900679,SUELY MACHADO DA SILVA PROFA
35022834,SUZANA RIBEIRO SANDOVAL PROFA
35023127,TORQUATO CALEIRO
35351076,VICENTE MINICUCCI PROFESSOR
35904831,ABRAO BENJAMIM PROF
35013134,ALICE VILELA GALVAO PROFA
35012609,AMERICO ALVES
35012877,ANDRE BROCA PROF
35012890,ANTONIO DA CRUZ PAYAO PROF
35013109,ARNOLFO AZEVEDO
35901507,AROLDO AZEVEDO PROF
35926073,BAIRRO DA BARRA
35926085,BAIRRO DA BOCAINA
35310232,BAIRRO DA CATIOCA
35310608,BAIRRO DA PONTINHA
35310414,BAIRRO DO BALAEIRO
35530335,BAIRRO DO CEDRO
35924635,BAIRRO DO EMBAUZINHO
35310529,BAIRRO DO ENGENHO
35310136,BAIRRO DO JARDIM
35309990,BAIRRO DO JERICO
35924441,BAIRRO DO PARAITINGA
35556610,BAIRRO DO SAPEZAL
35310177,BAIRRO PAINEIRA DE CIMA
35530323,BAIRRO PARAIBUNA II
35920435,BAIRRO SAO MIGUEL
35926097,BAIRRO SERRA DO INDAIA
35309862,BAIRRO SERTAO DO PINHAL
35310463,BAIRRO VARGEM DO TANQUE
35012543,BARAO DA BOCAINA
35012798,CASEMIRO DA ROCHA DR
35985260,CEL JTO A EE OSVALDO CRUZ
35459203,CEL JTO A EE PAULO VIRGINIO
35985557,CEL JTO A EE RODRIGUES ALVES CONSELHEIRO
35459161,CEL JTO A EE SEVERINO MOREIRA BARBOSA
35444340,CENTRO DE ATEND SOCIOEDUC AO ADOLESC LORENA - CI
35012634,CLOTILDE AYELLO ROCHA PROFA
35013018,DARWIN FELIX PROF
35045378,DINAH MOTTA RUNHA PROFA
35012580,EDGARD DE SOUZA DR
35012695,ERNESTO QUISSAK PROF
35310448,FAZENDA SAO GERALDO
35012932,FLAMINIO LESSA DR
35012920,FRANCISCO AUGUSTO DA COSTA BRAGA PROF
35045366,FRANCISCO DE PAULA SANTOS PROF
35013161,FRANCISCO MARQUES DE OLIVEIRA JUNIOR PROF
35012944,GABRIEL PRESTES
35012786,GERALDO COSTA
35012361,HERMOGENES MAJOR
35918362,HILDA ROCHA PINTO PROFA
35012555,HILDEBRANDO MARTINS SODERO PROF
35012403,HORTA CORONEL
35012373,HUMBERTO TURNER
35916648,JOAO BASTOS SOARES
35013110,JOAQUIM FERREIRA PEDRO PROF
35012683,JOAQUIM VILELA DE OLIVEIRA MARCONDES
35012427,JOSE DE PAULA FRANCA PROF
35012725,JOSE FELIX PROF
35905045,JOSE PEREIRA EBOLI PROF
35012531,JOSE RODRIGUES ALVES SOBRINHO DR
35013080,JUCA PADRE
35901489,JULIO FORTES
35013006,LEONOR GUIMARAES PROFA
35012968,LUIZ DE CASTRO PINTO PROF
35037175,LUIZ MENEZES PROF
35012750,MARIA AMALIA DE MAGALHAES TURNER PROFA
35012646,MARIA DA CONCEICAO QUERIDO PROFA
35013055,MARIA IZABEL FONTOURA
35012397,MARIO DA SILVA PINTO DR
35012440,MIGUEL PEREIRA
35903127,MIQUELINA CARTOLANO PROFA
35012816,MURILLO DO AMARAL PROF
35012841,NILO SANTOS VIEIRA PROF
35013079,OLIVEIRA GOMES COMENDADOR
35012506,OSWALDO CRUZ
35012828,PAULINA CARDOSO PROFA
35012774,PAULO VIRGINIO
35013146,PAULO VIRGINIO
35453432,PENITENCIARIA I DE POTIM
35469142,PENITENCIARIA II DE POTIM
35907200,REGINA BARTELEGA DA CUNHA M JUNQUEIRA ORTIZ MONTEIRO
35013158,REGINA POMPEIA PINTO PROFA
35012661,RODRIGUES ALVES CONSELHEIRO
35012919,ROGERIO LACAZ PROF
35012464,SAO LAURINDO VISCONDE
35013171,SEVERINO MOREIRA BARBOSA
35921725,SYLVIO JOSE MARCONDES COELHO PROF
35012488,VICENTE DE PAULA ALMEIDA
35012385,VIRGILIO ANTUNES PROF
35041099,ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR
35006002,AMARO JOSE DOS SANTOS PASTOR
35906268,ANNA MARIA HOEPPNER GOMES PROFESSORA
35035701,ANTONIO GROTKOWSKY PASTOR E VEREADOR
35916833,ANTONIO ROSAS DA SILVA GALVAO PROFESSOR
35048860,ANTONIO VELASCO ARAGON PADRE
35006300,ARTHUR MARRET PROFESSOR
35041932,ARY JORGE ZEITUNE PROFESSOR
35037497,BENEDITA DE OLIVEIRA ALE PROFESSORA
35043312,BOM PASTOR
35352585,BOM PASTOR II
35005836,BRASILIA CASTANHO DE OLIVEIRA DONA
35048471,CANTIDIO SAMPAIO DEPUTADO
35041889,CARLOS GIULIETTO
35923424,CARMINA MENDES SERODIO
35407331,CEL JTO A EE CONRADO SIVILA ALSINA PADRE
35923761,CELSO PIVA PROFESSOR
35006294,CHYO YAMAMOTO DONA
35922171,CIDADE SERODIO
35925548,COCAIA
35005873,CONRADO SIVILA ALSINA PADRE
35035713,CYRO BARREIROS PROFESSOR
35005964,DULCE BREVES NEVES PROFESSORA
35921385,ELISIO DE OLIVEIRA NEVES VEREADOR
35006488,ESTEVAM DIAS TAVARES PROFESSOR
35037515,FIORAVANTE IERVOLINO
35037503,FLAVIO XAVIER ARANTES PROFESSOR
35006014,FRANCISCA DE ASSIS FERREIRA NOVAK
35006166,FRANCISCO ANTUNES FILHO
35921048,FRANCISCO MILTON DE ANDRADE
35006087,GENOEFA D AQUINO PACITTI PROFESSORA
35041890,GLAUBER ROCHA
35006506,HAROLDO VELOSO BRIGADEIRO
35046425,HELIO POLESEL PROFESSOR
35923783,HERNANI FURINI PROFESSOR
35036687,HILDA PRATES GALLO PROFESSORA
35925561,IDALINA LADEIRA FERREIRA PROFESSORA
35006312,ILIA ZILDA INNOCENTI BLANCO PROFESSORA
35411292,JARDIM FORTALEZA II
35463140,JARDIM SANTA CECILIA
35925073,JARDIM SANTA LIDIA
35578022,JARDIM SANTA LIDIA I
35561009,JARDIM SANTA TEREZINHA
35923175,JOAO LUIZ DE GODOY MOREIRA PROFESSOR
35005800,JOAQUIM GARCIA SALVADOR PROFESSOR
35901842,JOSE BENEDITO FERREIRA PROFESSOR
35912487,JOSE LEME LOPES DOUTOR
35901829,JOSE MARUN ATALLA
35908861,JOSE STOROPOLI DEPUTADO
35006130,JOSE SYLVIO CIMINO PROFESSOR
35006099,JUVENAL RAMOS BARBOSA
35923357,LYDIA KITZ MOREIRA
35005859,MARIA ANGELICA SOAVE PROFESSORA
35048069,MARIA APPARECIDA RANSANI MAGALHAES PROFESSORA
35914757,MARIA CELIA FALCAO RODRIGUES PROFESSORA
35005976,MARIA HELENA BARBOSA MARTINS PROFESSORA
35005903,MARIA HELENA FARIA LIMA E CUNHA
35005988,MARIA LEONI
35005812,MARIA ROSA BROTA PROFESSORA
35923187,MARIO BOMBASSEI FILHO PROFESSOR
35046413,MAURICIO NAZAR PROFESSOR
35006142,MILTON CERNACH PROFESSOR
35006178,ODETE FERNANDES PINTO DA SILVA PROFA
35924052,PARQUE CONTINENTAL GLEBA I
35925081,PARQUE MIKAIL
35079893,PARQUE PRIMAVERA
35925032,PARQUE SANTOS DUMONT
35916821,PEDRO ROBERTO VAGHI
35454266,PENITENCIARIA JOSE PARADA NETO I
35005939,PLINIO PAULO BRAGA PROFESSOR
35925559,PONTE ALTA III
35925044,PONTE ALTA V
35465914,PRESIDIIO ADRIANO MARREY P2 DE GUARULHOS
35907091,RAFAEL THOMEU
35925068,RECREIO SAO JORGE II
35925056,RESIDENCIAL JARDIM BAMBI
35900126,RINALDO POLI PREFEITO
35039184,ROBERTA MARIA LOPES CHAVES PROFESSORA
35006154,ROBERTO ALVES DOS SANTOS PROFESSOR
35046437,SALIME MUDEH PROFESSORA
35006324,SANDI MIYAKE CAPITAO AVIADOR
35039469,SERAPHINA RENZI MARTELLO
35036699,SILVERIO BERTONI PROFESSOR
35048859,VALDERICE THEREZINHA DA MOTTA CAMPOS MARCHINI PROFESSORA
35005997,VALDIVINO DE CASTRO PEREIRA
35925093,VILMA MARIA DOS SANTOS CARNEIRO PROFESSORA
35046395,WALDOMIRO POMPEO PREFEITO
35908459,WANDA MASCAGNI DE SA PROFESSORA
35923771,ZILDA GRACA MARTINS DE OLIVEIRA PROFESSORA
35907078,AGOSTINHO CANO
35900163,ALAYDE MARIA VICENTE PROFESSORA
35038374,ALBERTO BACAN PROFESSOR
35005848,ALBERTO MENDES JR CAPITAO PM
35908873,ALEXANDRE LOPES OLIVEIRA
35006208,ALICE CHUERY PROFESSORA
35916845,ANNA LAMBERGA ZEGLIO
35006026,ANTONIO DE RE VEREADOR
35901830,ANTONIO PRATICI PREFEITO
35006373,ANTONIO VIANA DE SOUZA PROFESSOR
35006048,ARY GOMES CORONEL
35006452,AUGUST JOHANNES FERDINANDUS STAUDER PADRE
35038362,BARTHOLOMEU DE CARLOS
35006282,BRUNO RICCO PADRE
35904797,CACILDA CACAPAVA DE OLIVEIRA PROFESSORA
35005794,CAPISTRANO DE ABREU
35006105,CARLOS MACHADO BITENCOURT MARECHAL
35985673,CEL JTO A EE ALICE CHUERY PROFESSORA
35363121,CENTRO DE ATEND SOCIOEDUC AO ADOLESC GUARULHOS CI
35417695,CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE GUAYI - CI
35006397,CID AUGUSTO GUELLI PROFESSOR
35921476,CIDADE SOIMCO II
35006212,CLARICE LISPECTOR
35916857,CONJUNTO HABITACIONAL BAIRRO DOS PIMENTAS II
35005824,CRISPINIANO CONSELHEIRO
35005927,EMILIA ANNA ANTONIO PROFESSORA
35005782,ENNIO CHIESA PROFESSOR
35006075,ERICO VERISSIMO
35006269,FABIO FANUCCHI PROFESSOR
35006129,FRANCISCA BATISTA TRINDADE PROFESSORA
35006063,FREDERICO DE BARROS BROTERO PROFESSOR
35006439,GUILHERMINO RODRIGUES DE LIMA
35006257,HOMERO RUBENS DE SA PROFESSOR
35907085,HUGO DE AGUIAR
35925123,INOCOOP II
35005940,IRMA CELESTE LAR
35900114,IZABEL FERREIRA DOS SANTOS PROFESSORA DONA BELINHA
35006245,JAIR MIRANDA DOUTOR
35269402,JARDIM ARUJA
35925585,JARDIM MARIA DIRCE II
35925111,JARDIM MARIA DIRCE III
35925986,JARDIM NOVA CUMBICA II
35006221,JOAO ALVARES DE SIQUEIRA BUENO
35006427,JOAO CAVALHEIRO SALEM PROFESSOR
35006233,JOAO CRISPINIANO SOARES
35006336,JOAO DE ALMEIDA BARBOSA
35906273,JOAO NUNES PASTOR
35006359,JOAO RIBEIRO DE BARROS COMANDANTE
35037631,JOCILA PEREIRA GUIMARAES PROFESSORA
35005915,JOSE ALVES DE CERQUEIRA CESAR
35920496,JOSE DA COSTA BOUCINHAS PROFESSOR
35006051,JOSE ROBERTO FRIEBOLIN PROFESSOR
35005861,JOSE SCARAMELLI PROFESSOR
35921336,LAURA DA PURIFICACAO DE CASTRO MENDES PROFESSORA
35437736,LEVI VIEIRA DA MAIA PROFESSOR
35041920,LICINIO CARPINELLI PROFESSOR
35923199,LINDAMIL BARBOSA DE OLIVEIRA PROFESSORA
35297537,LOUIS BRAILLE
35913832,MARIA APARECIDA FELIX PORTO PROFESSORA
35900151,MARIA APARECIDA RODRIGUES PROFESSORA
35035725,MARIA HILDA ORNELAS DE OLIVEIRA PROFESSORA
35900148,MARIA LEDA FERNANDES BRIGO PROFESSORA
35904788,MARINHA FERREIRA DO NASCIMENTO PROFESSORA
35036158,MARIO NAKATA PROFESSOR
35048872,MAURICIO GOULART DEPUTADO
35900138,ORLANDO MINELLA
35006440,OSWALDO SAMPAIO ALVES
35191206,PARQUE JUREMA III
35191218,PARQUE JUREMA IV
35925573,PASCHOAL THOMEU DEPUTADO
35908859,PASCOAL MAIMONI FILHO PROFESSOR
35005897,PAULO NOGUEIRA PROFESSOR
35006117,PAULO ROLIM LOUREIRO DOM
35904806,PEDRO MORCELI
35297525,PIMENTAS VII
35297513,RAFAEL RODRIGUES FILHO PREFEITO
35904399,REPUBLICA DA VENEZUELA
35285785,REPUBLICA DA VENEZUELA II
35006361,ROBERTO HIPOLITO DA COSTA BRIGADEIRO DO AR
35005885,ROTARY
35041919,SEBASTIAO WALTER FUSCO
35006464,THEREZINHA CLOSA ELEUTERIO PROFESSORA
35006348,VALENTIN GONZALEZ ALONSO PADRE
35006497,VICENTE MELRO
35915737,VICTOR CIVITA
35006185,WALDEMAR FREIRE VERAS VEREADOR
35006270,ZILDA ROMEIRO PINTO MOREIRA DA SILVA PROF
35049098,ABRAHAO DE MORAES PROFESSOR
35035403,ALEXANDRE RODRIGUES NOGUEIRA
35080615,ANDRE FRANCO MONTORO GOVERNADOR
35010029,ANGENOR DE OLIVEIRA POETA
35910685,ANTONIO BALDUSCO PREFEITO
35044854,ANTONIO FLORENTINO
35918659,ASA BRANCA DA SERRA
35925597,ASDRUBAL DO NASCIMENTO QUEIROZ PROFESSOR
35918672,BAIRRO BOA VISTA
35902184,BAIRRO DA PALMEIRINHA
35044891,BAIRRO DAS PALMEIRAS
35036365,BAIRRO DOS BARNABES
35080548,BAIRRO DOS BARNABES RECANTO DAS ORQUIDEAS
35903036,BAIRRO ITAQUACIARA
35910569,BAIRRO NOSSA SENHORA DA CONCEICAO
35915282,BAIRRO VITALINO
35902135,BENEVIDES BERALDO COMENDADOR
35009945,CARLOS ALBERTO PEREIRA
35985697,CEL JTO A EE JOAQUIM FERNANDO PAES DE BARROS NETO
35434848,CEL JTO A EE NATERCIA CREMM DE MORAES PEDRO PROFESSORA
35919007,CHACARA FLORIDA II
35914782,DONIZETTI APARECIDO LEITE PROFESSOR
35040745,EDUARDO ROBERTO DAHER
35913424,ELIANA FISCHER BAMBI DELFINO PINTO PROFESSORA
35914794,EURICO DA SILVA BASTOS DOUTOR PROFESSOR
35912402,FRANCISCO DE PAULA TEIXEIRA
35037138,GERTRUDES EDER
35046536,HELIO LUIZ DOBROCHINSKI PROF
35035415,INSTITUTO MARIA IMACULADA
35009970,ISABEL A REDENTORA
35918830,JARDIM CAMPESTRE
35061608,JARDIM DO CARMO
35036407,JARDIM JACIRA
35061591,JARDIM MONTESANO
35920058,JARDIM SILVANIA
35010005,JOAO BAPTISTA DE OLIVEIRA
35904193,JOAO ORTIZ RODRIGUES
35040757,JOAQUIM FERNANDO PAES DE BARROS NETO
35049086,JOAQUIM MENDES FELIZ
35902196,JORGE NINO SOARES PROFESSOR
35046231,JOSE SILVEIRA DA MOTTA PROFESSOR
35010327,JULIA DE CASTRO CARNEIRO
35925603,LEDA FELICE FERREIRA PROFESSORA
35040708,LEONICE DE AQUINO OLIVEIRA
35914848,LEVI PEREIRA MARTINS PROFESSOR
35902160,LORIS NASSIF MATTAR PROFA
35035427,LUCIA AKEMI MIYA PROFA
35917084,LUIZ SCHUNCK
35010273,MARIA ANDRE SCHUNCK DONA
35902159,MARIA OLIMPIA DE SOUZA QUEIROZ MACIEL
35010017,MARIANINHA QUEIROZ PROFESSORA
35904181,MARIO FRANCISCO DE AMORIM
35040733,MASSAKO HIGASHIOKA PROFESSORA
35009982,MATILDE MARIA CREMM
35923308,NATERCIA CREMM DE MORAES PEDRO PROFESSORA
35918817,NEIDE CELESTINA DE OLIVEIRA PROFA
35044878,OLIVIA DE FARIA NOGUEIRA
35010157,OREDO RODRIGUES DA CRUZ
35010285,PASCHOAL CARLOS MAGNO
35925615,PAULO DE CASTRO FERREIRA JUNIOR JORNALISTA
35903048,PEDRA BRANCA
35046541,PEDRO VILLAS BOAS DE SOUZA DOM
35009957,PORCINO RODRIGUES PROF
35040721,SALVADOR DE LEONE
35009994,SEBASTIAO DE MORAES CARDOSO
35906517,SOPHIA MARIA JANUARIA AMARAL
35015106,ABILIO FONTES PROF
35015088,ADHERBAL DE PAULA FERREIRA
35070221,ALCEU GOMES DA SILVA PROF
35016494,ALTINA MAYNARDES ARAUJO PROFA
35014459,ANTONIO LUIZ DUARTE
35016676,ARY DE ALMEIDA SINISGALLI PROF
35908236,ASTOR VASQUES LOPES PROF
35049293,ATALIBA JULIO DE OLIVEIRA PROF
35016627,BARAO DE SURUI
35015039,BERNARDES JUNIOR DESEMBARGADOR
35070117,CARLOS EDUARDO MATTARAZZO CARREIRA PROF
35015003,CASTANHO DE ALMEIDA CEL
35459288,CEL JTO A EE CHICO PEREIRA
35444339,CEL JTO A EE PEIXOTO GOMIDE
35290555,CENTRO ATEND SOCIO-ED ADOLESC ITAPETININGA-ESPERANCA-CI
35453493,CENTRO DE RESSOCIALIZAÇÃO DE ITAPETININGA
35016639,CHICO PEREIRA
35015180,CORINA CACAPAVA BARTH PROFA
35015143,DARCY VIEIRA
35923035,DEOCLES VIEIRA DE CAMARGO PROF
35036912,EDUARDO SOARES PROF
35043965,ELISIARIO MARTINS DE MELLO PROF
35015209,ERNESTA XAVIER RABELO ORSI PROFA
35046899,ERNESTINA LOUREIRO MIRANDA PROFA
35918519,EURINY DE SOUZA VIEIRA PROFA
35910557,EVONIO MARQUES PROF
35045251,EZEQUIEL CASTANHO PROF
35916432,FERNANDO GUEDES DE MORAES PROF
